,name,price,rating,features
673,pTron Reflect Pro Smartwatch,"₹1,899",,"Bluetooth, Bluetooth Calling, 1.85 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Sleep Monitor, Calorie Count, Step Count"
674,pTron Reflect Callz Smartwatch,"₹1,799",,"Bluetooth 5.2, Bluetooth Calling, 1.85 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
675,Wings Platinum Smartwatch,"₹1,059",,"Bluetooth 5.3, Bluetooth Calling, 1.39 inches Touch Display, Water Resistant, 2 m, IP68, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count"
676,Fire Boltt Crusader Smartwatch,"₹2,499",55,"Bluetooth 5.0, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, IP68, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
677,Vibez Trooper Smartwatch,"₹1,199",,"Bluetooth, Bluetooth Calling, 2.02 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
678,Noise Explorer Smartwatch,"₹5,999",50,"Bluetooth 5.3, GPS, 3G, 4G, Voice Calling, 1.4 inches Touch Display, Water Resistant, IP68, Dust Proof, Pedometer, Step Count, 3 days Battery"
679,Fire Boltt Encore Smartwatch,"₹1,399",,"Bluetooth, Bluetooth Calling, 1.83 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
680,Withings ScanWatch 2 Smartwatch,"₹34,999",52,"Bluetooth, GPS, 0.63 inches Display, Water Resistant, 50 m, 5ATM, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count, 1 month Battery"
681,Hammer Glide Smartwatch,"₹2,069",50,"Bluetooth 5.2, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
682,Wings Urbana Smartwatch,"₹1,009",,"Bluetooth 5.3, Bluetooth Calling, 2.01 inches Touch Display, Water Resistant, 2 m, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
683,Wings Prime Smartwatch,₹939,,"Bluetooth 5.3, Bluetooth Calling, 1.96 inches Touch Display, Water Resistant, 2 m, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
684,beatXP Marv Ace Smartwatch,"₹1,799",,"Bluetooth BLE 5.3 + BT 3.0, Bluetooth Calling, 1.85 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
685,Fire Boltt Starlight Smartwatch,"₹1,619",,"Bluetooth 5.0, Bluetooth Calling, 2.01 inches Touch Display, Water Resistant, 1 m, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
686,Fastrack Reflex Zingg Smartwatch,"₹2,995",,"Bluetooth, Bluetooth Calling, 1.69 inches Touch Display, Water Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
687,Ambrane Marble Smartwatch,"₹2,799",,"Bluetooth, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
688,Boult Crown R Smartwatch,"₹1,999",,"Bluetooth 5.3, Bluetooth Calling, 1.52 inches Touch Display, Water Resistant, 1 m, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
689,Fire Boltt Avalanche Smartwatch,"₹1,549",,"Bluetooth, Bluetooth Calling, 1.28 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
690,boAt Wave Neo Plus Smartwatch,"₹1,599",,"Bluetooth, Bluetooth Calling, 1.96 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Calorie Count, Step Count"
691,Cult Sport Ranger XR Smartwatch,"₹2,999",52,"Bluetooth, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, IP68, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
692,Vibez  Jewel Smartwatch,"₹2,799",,"Bluetooth, Bluetooth Calling, 1.32 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
693,Samsung Galaxy Watch 6 Bluetooth 40mm,"₹29,999",78,"Wi-Fi, Bluetooth 5.3, GPS, NFC, Bluetooth Calling, 2 GB RAM, 16 GB Inbuilt, 1.31 inches Touch Display, Water Resistant, 50 m, IP68, MIL-STD-810H, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor"
694,Samsung Galaxy Watch 6 Bluetooth 44mm,"₹19,999",,"Wi-Fi, Bluetooth 5.3, GPS, NFC, Bluetooth Calling, 2 GB RAM, 16 GB Inbuilt, 1.5 inches Touch Display, Water Resistant, 50 m, IP68, MIL-STD-810H, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor"
695,boAt Force 2 Smartwatch,"₹1,999",,"Bluetooth 5.1, Bluetooth Calling, 1.96 inches Touch Display, Water Resistant, 1.5 m, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
696,Opta SB-115 Smartwatch,"₹3,555",,"Bluetooth, Touch Display, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, Alarm Clock, Stopwatch, Reminder, Timer, Touch Screen, Color, Bluetooth"
697,Fastrack Reflex Horizon Smartwatch,"₹2,495",,"Bluetooth 5.3, Bluetooth Calling, 1.95 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
698,boAt Storm Call 2 Smartwatch,"₹1,499",,"Bluetooth, Bluetooth Calling, 1.83 inches Touch Display, Water Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
699,Sekyo Carepal Pro Smartwatch,"₹5,039",57,"GPS, 3G, 4G, Voice Calling, 512 MB RAM, 1 GB Inbuilt, 1.54 inches Touch Display, Water Resistant, Scratch Resistant, Pedometer, Sleep Monitor, Step Count"
700,Ambrane Rush Smartwatch,"₹1,559",,"Bluetooth, Bluetooth Calling, 1.39 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 10 days Battery"
701,boAt Wave Fury Smartwatch,"₹1,399",,"Bluetooth 5.1, Bluetooth Calling, 1.83 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
702,Crossbeats Apex Regal Smartwatch,"₹1,979",53,"Bluetooth 5.3, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
703,boAt Primia Ace Smartwatch,"₹2,499",,"Bluetooth 5.1, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
704,boAt Wave Elevate Smartwatch,"₹1,599",,"Bluetooth, Bluetooth Calling, 1.96 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
705,Hammer Cyclone Smartwatch,"₹1,299",,"Bluetooth 5.2, Bluetooth Calling, 1.39 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
706,Vibez Cacia Smartwatch,"₹2,999",,"Bluetooth, Bluetooth Calling, 1.08 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 3 days Battery"
707,Fire Boltt Solace Smartwatch,"₹1,999",,"Bluetooth, Bluetooth Calling, 1.32 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
708,Fastrack Revoltt FS1 Max Smartwatch,"₹1,999",,"Bluetooth 5.3, Bluetooth Calling, 1.95 inches Touch Display, Water Resistant, 1.5 m, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
709,Boult Striker Plus Smartwatch,"₹1,299",,"Bluetooth 5.1, Bluetooth Calling, 1.39 inches Touch Display, Water Resistant, 1 m, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count, 5 days Battery"
710,Hammer Active 2.0 Smartwatch,"₹1,599",,"Bluetooth, Bluetooth Calling, 1.95 inches Touch Display, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery, Alarm Clock, Stopwatch, Reminder, Timer"
711,Fire Boltt Blizzard Ultra Smartwatch,"₹2,149",,"Bluetooth 5.0, Bluetooth Calling, 1.28 inches Touch Display, Water Resistant, IP67, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
712,Noise ColorFit Hexa Smartwatch,"₹2,499",,"Bluetooth 5.2, Bluetooth Calling, 1.96 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
713,Noise NoiseFit Twist Pro Smartwatch,"₹1,499",,"Bluetooth 5.3, Bluetooth Calling, 1.4 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
714,Boult Crown X Smartwatch,"₹1,299",,"Bluetooth 5.2, 2 inches Touch Display, Water Resistant, 1 m, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 5 days Battery, Alarm Clock, Stopwatch, Reminder, Timer"
715,Fastrack Limitless FS1 Pro Smartwatch,"₹3,000",,"Bluetooth 5.2, Bluetooth Calling, 1.96 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
716,Crossbeats Ignite Stellr Smartwatch,"₹3,199",50,"Bluetooth 5.2, Bluetooth Calling, 2 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
717,Pebble Crest Smartwatch,"₹1,029",,"Bluetooth 5.0, Bluetooth Calling, 2.02 inch Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, Alarm Clock, Stopwatch, Reminder, Timer"
718,boAt Wave Cosmos Max Smartwatch,"₹1,464",,"Wi-Fi, Bluetooth 5.0, Bluetooth Calling, 2 inches Touch Display, Water Resistant, 20 m, Scratch Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count"
719,Fire Boltt Ultimate Smartwatch,"₹2,199",50,"Bluetooth 5.0, Bluetooth Calling, 1.39 inches Touch Display, Water Resistant, 1 m, IP68, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
720,Gizmore Glow Z Smartwatch,"₹1,409",,"Bluetooth, Bluetooth Calling, 1.78 inches Touch Display, Water Resistant, 1 m, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
721,Noise NoiseFit Mettalix Smartwatch,"₹1,799",,"Bluetooth 5.3, Bluetooth Calling, 1.4 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
722,Alt Drip Max Smartwatch,"₹1,149",,"Bluetooth 5.2, Bluetooth Calling, 2 inches Touch Display, Water Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
723,Fire Boltt Shark Smartwatch,"₹1,129",,"Bluetooth 5.0, Bluetooth Calling, 1.83 inches Touch Display, Water Resistant, 1 m, Dust Proof, Heart Rate Monitor, Sleep Monitor, Calorie Count, Step Count, 8 days Battery"
724,boAt Wanderer Smartwatch,"₹5,999",,"Bluetooth 5.1, GPS, 4G, Voice Calling, Bluetooth Calling, 1.4 inches Touch Display, Pedometer, 2 days Battery, Alarm Clock, Stopwatch, Reminder, Timer, 1 year Warranty"
725,Noise NoiseFit Halo Plus Elite Edition Smartwatch,"₹3,149",57,"Bluetooth 5.3, Bluetooth Calling, 1.46 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
726,Hammer Pulse X Smartwatch,"₹1,899",,"Bluetooth, Bluetooth Calling, 1.83 inches Touch Display, Water Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
727,Fire Boltt King Smartwatch,"₹2,299",,"Bluetooth, Bluetooth Calling, 1.78 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count"
728,Noise ColorFit Caliber 3 Smartwatch,"₹1,199",50,"Bluetooth 5.3, Bluetooth Calling, 1.78 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
729,Garmin Venu 3 Smartwatch,"₹52,990",,"Wi-Fi, Bluetooth, GPS, NFC, Bluetooth Calling, 8 GB Inbuilt, 1.4 inches Touch Display, Water Resistant, 50 m, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor"
730,Noise NoiseFit Mettle Smartwatch,"₹1,899",,"Bluetooth 5.3, Bluetooth Calling, 1.4 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
731,Fire Boltt Phoenix Ultra Smartwatch,"₹1,499",,"Bluetooth, Bluetooth Calling, 1.39 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count"
732,Noise ColorFit Spark Smartwatch,"₹1,599",,"Bluetooth 5.3, Bluetooth Calling, 2 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
733,Fire Boltt Visionary Ultra Smartwatch,"₹3,799",,"Bluetooth, Bluetooth Calling, 1.78 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count"
734,Alt Hunk Smartwatch,₹949,,"Bluetooth 5.0, Bluetooth Calling, 1.96 inches Touch Display, Water Resistant, 1 m, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
735,Hammer Stroke Smartwatch,"₹1,399",,"Bluetooth, Bluetooth Calling, 1.96 inches Touch Display, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Calorie Count, Step Count, 5 days Battery, Alarm Clock, Stopwatch, Reminder, Timer"
736,Ambrane  Wise Roam 2 Smartwatch,"₹2,499",,"Bluetooth, Bluetooth Calling, 1.39 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Sleep Monitor, Calorie Count, Step Count, 10 days Battery"
737,boAt Wave Force Smartwatch,"₹1,529",54,"Bluetooth 5.2, Bluetooth Calling, 1.83 inches Touch Display, Water Resistant, IP68, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count"
738,Vibez Hype Smartwatch,"₹1,199",,"Bluetooth, Bluetooth Calling, 1.85 inches Touch Display, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count, 7 days Battery, Alarm Clock, Stopwatch, Reminder, Timer"
739,Vibez Emerald Smartwatch,"₹1,799",,"Bluetooth, Bluetooth Calling, 1.28 inches Touch Display, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Sleep Monitor, Calorie Count, Step Count, 7 days Battery, Alarm Clock, Stopwatch, Reminder, Timer"
740,Fastrack Reflex Nitro Smartwatch,"₹2,495",52,"Bluetooth 5.3, Bluetooth Calling, 1.83 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
741,Fire Boltt Ninja Talk Smartwatch,"₹1,199",,"Bluetooth 5.0, Bluetooth Calling, 1.39 inches Touch Display, Water Resistant, 1 m, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count"
742,Fastrack Revoltt FS1 Smartwatch,"₹1,499",,"Bluetooth 5.2, Bluetooth Calling, 1.83 inches Touch Display, Water Resistant, 1.5 m, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
743,Fire Boltt Warrior Smartwatch,"₹1,999",,"Bluetooth, Bluetooth Calling, 1.96 inches Touch Display, Water Resistant, IP67, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
744,Fire Boltt Legend Smartwatch,"₹9,999",,"Bluetooth, Bluetooth Calling, 1.39 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count, Alarm Clock, Stopwatch, Reminder, Timer"
745,Ambrane Wise Crest Smartwatch,"₹1,639",,"Bluetooth 5.0, Bluetooth Calling, 1.39 inches Touch Display, Water Resistant, 1.5 m, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Sleep Monitor, Calorie Count, Step Count"
746,Ambrane Wise Stud Smartwatch,"₹1,899",,"Bluetooth 5.0, Bluetooth Calling, 1.85 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Calorie Count, Step Count, 10 days Battery"
747,Alt Hustle Smartwatch,"₹1,349",,"Bluetooth, Bluetooth Calling, 1.65 inches Touch Display, Water Resistant, IP67, Scratch Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count"
748,Noise NoiseFit Force Plus Smartwatch,"₹2,499",57,"Bluetooth 5.3, Bluetooth Calling, 1.46 inches Touch Display, Water Resistant, IP67, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
749,Boult Drift Plus Smartwatch,₹999,,"Bluetooth 5.1, Bluetooth Calling, 1.85 inches Touch Display, Water Resistant, 1.5 m, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
750,Maxima Max Pro Sky Smartwatch,"₹1,899",,"Bluetooth, Bluetooth Calling, 1.85 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count"
751,Hammer Ace 3.0 Smartwatch,"₹1,099",,"Bluetooth 5.0, Bluetooth Calling, 1.85 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 2 days Battery"
752,Fire Boltt Invincible Plus Smartwatch,"₹1,899",57,"Bluetooth 5.0, Bluetooth Calling, 4 GB Inbuilt, 1.43 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
753,Cult Sport Burn Smartwatch,"₹3,599",56,"Bluetooth 5.1, Bluetooth Calling, 1.78 inches Touch Display, Water Resistant, 1 m, IP67, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
754,Alt Spunk Smartwatch,"₹1,049",,"Bluetooth 5.3, Bluetooth Calling, 1.45 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
755,boAt Lunar Connect Smartwatch,"₹1,699",,"Bluetooth 5.3, Bluetooth Calling, 1.28 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count"
756,boAt Wave Flex Connect Smartwatch,"₹1,479",,"Bluetooth, Bluetooth Calling, 1.83 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count"
757,Spiky Griffin Smartwatch,"₹3,599",,"Voice Calling, Touch Display, Water Resistant, Altimeter, Pedometer, Alarm Clock, Stopwatch, Reminder, Timer, Barometer, 240 x 240 pixels, Touch Screen, Color, Altimeter, Pedometer"
758,Maxima Max Pro X4 Plus Smartwatch,"₹2,499",,"Bluetooth 5.0, Bluetooth Calling, 1.32 inches Touch Display, Water Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
759,Huawei Watch GT 4 46mm,"₹12,999",66,"Wi-Fi, Bluetooth 5.1, NFC, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, 50 m, 5 ATM, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count"
760,Fitshot Aster Smartwatch,"₹2,499",51,"Bluetooth, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
761,Fitshot Saturn Smartwatch,"₹1,329",,"Bluetooth 5.0, Bluetooth Calling, 1.32 inches Touch Display, Water Resistant, 1.5 m, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
762,WatchOut Senior Pro Smartwatch,"₹3,344",,"Wi-Fi, Bluetooth, GPS, 3G, 4G, Voice Calling, Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Sleep Monitor, Calorie Count, Step Count"
763,Ambrane Wise Eon Max Smartwatch,"₹1,529",,"Bluetooth, Bluetooth Calling, 2.01 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
764,Alt Vibe Smartwatch,₹899,,"Bluetooth 5.1, Bluetooth Calling, 1.38 inches Touch Display, Water Resistant, IP67, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
765,Fire Boltt Talk Ultra Smartwatch,"₹1,929",,"Bluetooth 5.0, Bluetooth Calling, 1.39 inches Touch Display, Water Resistant, 1 m, IP68, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count"
766,Fastrack Reflex Beat Plus Smartwatch,"₹1,795",,"Bluetooth, 1.69 inches Touch Display, Water Resistant, IP68, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Step Count, Alarm Clock, Stopwatch, Reminder, Timer"
767,Garmin Instinct Crossover Solar Smartwatch,"₹68,990",56,"Bluetooth, GPS, 64 MB Inbuilt, 0.9 inches Touch Display, Water Resistant, 100 m, 10 ATM, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count, 28 days/Unlimited with solar Battery"
768,pTron Force X12s Smartwatch,"₹2,299",,"Bluetooth, Bluetooth Calling, 1.85 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
769,Giordano GT-01 Smartwatch,"₹11,400",53,"Bluetooth 4.0, Bluetooth Calling, 128 MB RAM, 1.28 inches Touch Display, Water Resistant, 30 m, IP67, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor"
